Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Endorsements,Closed,Low,Mail,2023-04-27 13:07:00,2023-06-07 06:44:00,2023-05-11 18:44:00.000000000,2023-05-11 18:42:00.000000000,2023-05-12 16:16:00.000000000,363.0,Offered,0,2,10472.0,21789.0,10989.0,21789.0,10989.0,20552.0,10472.0,Not Fill
Endorsements,Closed,Low,Closed Ticket,2023-04-27 13:13:00,2023-05-26 06:08:00,2023-04-27 15:14:00.000000000,2023-04-27 15:14:00.000000000,2023-04-27 16:36:00.000000000,3.0,Offered,0,0,1852.1139498432601,203.0,203.0,203.0,203.0,203.0,203.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 13:15:00,2023-05-02 14:29:00,2023-04-27 16:48:00.000000000,2023-04-27 16:48:00.000000000,2023-05-02 14:29:00.000000000,121.0,Offered,0,0,1852.1139498432601,7273.0,3673.0,7273.0,3673.0,7273.0,3673.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 13:17:00,2023-06-02 06:09:00,2023-04-27 13:18:00.000000000,2023-04-27 13:18:00.000000000,2023-05-04 22:13:00.000000000,177.0,Offered,0,3,105.0,10616.0,5503.0,10616.0,5503.0,10617.0,5503.0,HR Queries
Support,Closed,Low,Mail,2023-04-27 13:18:00,2023-06-07 06:44:00,2023-04-27 13:19:00.000000000,2023-04-27 13:19:00.000000000,2023-05-11 16:59:00.000000000,340.0,Offered,0,1,194.0,20381.0,10301.0,20381.0,10301.0,20382.0,10302.0,Not Fill
Onboardings,Solved,Low,Mail,2023-04-27 13:20:00,2023-06-02 15:18:00,2023-05-01 20:21:00.000000000,2023-05-01 20:21:00.000000000,2023-06-02 15:18:00.000000000,866.0,Offered,0,9,3301.0,51958.0,26038.0,51958.0,26038.0,9064.0,4744.0,Not Fill
Onboardings,Closed,Low,Mail,2023-04-27 13:23:00,2023-05-30 06:07:00,2023-04-28 10:40:00.000000000,2023-04-28 10:40:00.000000000,2023-05-01 22:35:00.000000000,105.0,Offered,0,0,1852.1139498432601,6313.0,3337.0,6313.0,3337.0,6313.0,3337.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-27 13:23:00,2023-06-18 20:23:00,2023-05-16 10:15:00.000000000,2023-04-27 16:49:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,8,757.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,75301.0,37680.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 13:27:00,2023-04-27 17:02:00,2023-04-27 16:49:00.000000000,2023-04-27 16:49:00.000000000,2023-04-27 17:02:00.000000000,4.0,Offered,0,0,1852.1139498432601,215.0,215.0,215.0,215.0,215.0,215.0,Not Fill
Reimbursement Claims,Hold,Low,OutBound,2023-04-27 13:36:00,2023-06-18 20:11:00,2023-04-27 13:38:00.000000000,2023-04-27 13:38:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,12,845.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,75275.0,37657.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 13:44:00,2023-06-07 06:44:00,2023-04-27 14:06:00.000000000,2023-04-27 14:06:00.000000000,2023-05-12 20:46:00.000000000,367.0,Offered,0,5,151.0,22022.0,11222.0,22022.0,11222.0,22022.0,11222.0,Manage dependents
Reimbursement Claims,Closed,Low,Mail,2023-04-27 13:48:00,2023-05-29 06:00:00,2023-04-27 16:51:00.000000000,2023-04-27 16:51:00.000000000,2023-04-30 11:41:00.000000000,70.0,Offered,0,1,2033.0,4193.0,2033.0,4193.0,2033.0,4193.0,2033.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-27 13:58:00,2023-05-30 06:07:00,2023-04-27 14:04:00.000000000,2023-04-27 14:04:00.000000000,2023-05-01 09:07:00.000000000,91.0,Offered,0,1,3.0,5468.0,2588.0,5468.0,2588.0,5469.0,2589.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 14:17:00,2023-05-31 06:08:00,2023-04-27 16:52:00.000000000,2023-04-27 16:52:00.000000000,2023-05-02 17:50:00.000000000,124.0,Offered,0,1,163.0,7413.0,3813.0,7413.0,3813.0,7413.0,3813.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 14:18:00,2023-04-30 12:02:00,2023-04-27 16:53:00.000000000,2023-04-27 16:53:00.000000000,2023-04-30 12:02:00.000000000,70.0,Offered,0,0,1852.1139498432601,4184.0,2024.0,4184.0,2024.0,4184.0,2024.0,Not Fill
Endorsements,Pending,Low,Mail,2023-04-27 14:21:00,2023-05-09 13:28:00,2023-04-27 15:09:00.000000000,2023-04-27 15:09:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,583.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,1632.0,912.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 14:30:00,2023-05-17 22:36:00,2023-04-27 16:54:00.000000000,2023-04-27 16:54:00.000000000,2023-05-17 22:36:00.000000000,488.0,Offered,0,4,553.0,29286.0,14790.0,29286.0,14790.0,29285.0,14789.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 14:31:00,2023-05-27 06:07:00,2023-04-27 16:54:00.000000000,2023-04-27 16:54:00.000000000,2023-04-28 15:03:00.000000000,25.0,Offered,0,1,752.0,1472.0,752.0,1472.0,752.0,1471.0,751.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 14:39:00,2023-05-26 06:11:00,2023-04-27 14:40:00.000000000,2023-04-27 14:40:00.000000000,2023-04-27 16:26:00.000000000,2.0,Offered,0,1,108.0,108.0,108.0,108.0,108.0,107.0,107.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 14:42:00,2023-05-31 06:08:00,2023-04-27 14:52:00.000000000,2023-04-27 14:52:00.000000000,2023-05-02 10:13:00.000000000,116.0,Offered,0,4,23.0,6931.0,3331.0,6931.0,3331.0,6933.0,3333.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 14:43:00,2023-04-28 11:45:00,2023-04-27 16:55:00.000000000,2023-04-27 16:55:00.000000000,2023-04-28 11:45:00.000000000,21.0,Offered,0,1,541.0,1262.0,542.0,1262.0,542.0,1262.0,542.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 14:46:00,2023-05-30 06:07:00,2023-04-27 15:19:00.000000000,2023-04-27 15:19:00.000000000,2023-05-01 09:04:00.000000000,90.0,Offered,0,3,70.0,5418.0,2538.0,5418.0,2538.0,5418.0,2538.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-27 14:48:00,2023-05-26 06:11:00,2023-04-27 14:48:00.000000000,2023-04-27 14:48:00.000000000,2023-04-27 14:48:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 14:49:00,2023-05-26 06:11:00,2023-05-15 11:22:00.000000000,2023-04-27 14:53:00.000000000,2023-04-27 18:44:00.000000000,4.0,Offered,0,1,78.0,235.0,235.0,235.0,235.0,235.0,235.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 15:03:00,2023-05-26 06:11:00,2023-04-27 17:03:00.000000000,2023-04-27 17:03:00.000000000,2023-04-27 19:42:00.000000000,5.0,Offered,0,1,279.0,279.0,279.0,279.0,279.0,279.0,279.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 15:08:00,2023-05-27 06:07:00,2023-04-27 15:19:00.000000000,2023-04-27 15:19:00.000000000,2023-04-28 15:12:00.000000000,24.0,Offered,0,2,45.0,1444.0,724.0,1444.0,724.0,1444.0,724.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 15:15:00,2023-05-31 06:08:00,2023-04-27 15:20:00.000000000,2023-04-27 15:20:00.000000000,2023-05-02 08:52:00.000000000,114.0,4,0,5,27.0,6817.0,3224.0,6817.0,3224.0,6818.0,3225.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 15:26:00,2023-06-07 06:44:00,2023-05-16 10:16:00.000000000,2023-04-27 17:03:00.000000000,2023-05-16 10:36:00.000000000,451.0,Offered,0,3,542.0,27070.0,13390.0,27070.0,13390.0,27071.0,13390.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-27 15:34:00,2023-06-01 19:31:00,2023-04-27 17:03:00.000000000,2023-04-27 17:03:00.000000000,2023-06-01 19:31:00.000000000,844.0,Offered,0,9,687.0,50637.0,25437.0,50637.0,25437.0,50637.0,25436.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-27 15:49:00,2023-05-26 06:11:00,2023-04-27 16:36:00.000000000,2023-04-27 16:36:00.000000000,2023-04-27 17:48:00.000000000,2.0,Offered,0,2,75.0,119.0,119.0,119.0,119.0,120.0,120.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:01:00,2023-05-02 11:09:00,2023-04-27 17:06:00.000000000,2023-04-27 17:06:00.000000000,2023-05-02 11:09:00.000000000,115.0,Offered,0,0,1852.1139498432601,6908.0,3308.0,6908.0,3308.0,6909.0,3309.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:04:00,2023-05-27 06:07:00,2023-04-27 16:41:00.000000000,2023-04-27 16:41:00.000000000,2023-04-28 21:01:00.000000000,29.0,Offered,0,1,212.0,1736.0,1015.0,1736.0,1015.0,1736.0,1015.0,Health ID
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:06:00,2023-05-31 06:08:00,2023-04-27 17:07:00.000000000,2023-04-27 17:07:00.000000000,2023-05-02 11:57:00.000000000,116.0,Offered,0,1,3350.0,6951.0,3351.0,6951.0,3351.0,6951.0,3351.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:07:00,2023-04-27 18:52:00,2023-04-27 17:09:00.000000000,2023-04-27 17:09:00.000000000,2023-04-27 18:52:00.000000000,3.0,Offered,0,0,1852.1139498432601,165.0,165.0,165.0,165.0,165.0,165.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:16:00,2023-06-02 06:09:00,2023-04-27 16:51:00.000000000,2023-04-27 16:51:00.000000000,2023-05-04 15:27:00.000000000,167.0,Offered,0,3,47.0,10032.0,4992.0,10032.0,4992.0,10032.0,4992.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:24:00,2023-06-07 06:44:00,2023-04-27 16:25:00.000000000,2023-04-27 16:25:00.000000000,2023-05-15 15:14:00.000000000,431.0,Offered,0,1,56.0,25850.0,12890.0,25850.0,12890.0,25850.0,12890.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:25:00,2023-05-26 06:10:00,2023-04-27 16:52:00.000000000,2023-04-27 16:52:00.000000000,2023-04-27 17:29:00.000000000,1.0,4,0,1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,Not Fill
Support,Closed,Urgent,Internal Communication,2023-04-27 16:29:00,2023-06-01 06:08:00,2023-05-15 11:22:00.000000000,2023-04-27 16:33:00.000000000,2023-05-03 17:22:00.000000000,145.0,4,0,2,149.0,8694.0,4374.0,8694.0,4374.0,8693.0,4373.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-27 16:29:00,2023-05-27 06:07:00,2023-04-27 16:38:00.000000000,2023-04-27 16:38:00.000000000,2023-04-28 16:35:00.000000000,24.0,Offered,0,1,726.0,1446.0,726.0,1446.0,726.0,1446.0,726.0,Claims
Support,Closed,Low,Mail,2023-04-27 16:33:00,2023-05-28 06:01:00,2023-04-27 16:53:00.000000000,2023-04-27 16:53:00.000000000,2023-04-29 12:58:00.000000000,44.0,Offered,0,2,67.0,2665.0,1225.0,2665.0,1225.0,2665.0,1225.0,Others
Endorsements,Closed,Low,OutBound,2023-04-27 16:33:00,2023-05-26 06:10:00,2023-04-27 16:33:00.000000000,2023-04-27 16:33:00.000000000,2023-04-27 16:33:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:37:00,2023-05-28 06:01:00,2023-04-27 16:52:00.000000000,2023-04-27 16:52:00.000000000,2023-04-29 16:36:00.000000000,48.0,Offered,0,1,43.0,2878.0,1438.0,2878.0,1438.0,2878.0,1438.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:43:00,2023-05-31 06:08:00,2023-04-27 16:53:00.000000000,2023-04-27 16:53:00.000000000,2023-05-02 12:27:00.000000000,116.0,Offered,0,4,75.0,6944.0,3344.0,6944.0,3344.0,6943.0,3343.0,Manage dependents
Support,Hold,Urgent,Internal Communication,2023-04-27 16:43:00,2023-04-27 18:43:00,2023-05-03 21:42:46.935098368,2023-05-03 06:22:45.710608640,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1,120.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,120.0,120.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-27 16:45:00,2023-05-27 06:07:00,2023-04-27 16:54:00.000000000,2023-04-27 16:54:00.000000000,2023-04-28 10:51:00.000000000,18.0,Offered,0,6,22.0,1087.0,367.0,1087.0,367.0,1087.0,367.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-27 16:47:00,2023-05-27 06:07:00,2023-04-28 11:38:00.000000000,2023-04-28 11:38:00.000000000,2023-04-28 16:49:00.000000000,24.0,Offered,0,2,629.0,1442.0,722.0,1442.0,722.0,1367.0,647.0,Not Fill
Support,Closed,Urgent,Internal Communication,2023-04-27 16:48:00,2023-05-27 06:07:00,2023-05-15 11:22:00.000000000,2023-04-27 18:35:00.000000000,2023-04-28 10:25:00.000000000,18.0,Offered,0,2,107.0,1057.0,337.0,1057.0,337.0,1058.0,338.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:49:00,2023-05-02 16:00:00,2023-05-02 11:45:00.000000000,2023-04-27 16:53:00.000000000,2023-05-02 16:00:00.000000000,119.0,Offered,0,0,1852.1139498432601,7151.0,3551.0,7151.0,3551.0,7151.0,3551.0,Not Fill
Support,Closed,Low,Internal Communication,2023-04-27 16:50:00,2023-05-27 06:07:00,2023-04-28 16:07:00.000000000,2023-04-27 16:54:00.000000000,2023-04-28 16:25:00.000000000,24.0,Offered,0,5,17.0,1415.0,695.0,1415.0,695.0,1415.0,695.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:50:00,2023-05-02 16:00:00,2023-05-02 11:58:00.000000000,2023-04-27 16:53:00.000000000,2023-05-02 16:00:00.000000000,119.0,Offered,0,0,1852.1139498432601,7150.0,3550.0,7150.0,3550.0,7150.0,3550.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 16:51:00,2023-06-06 06:11:00,2023-04-27 16:54:00.000000000,2023-04-27 16:54:00.000000000,2023-05-08 13:18:00.000000000,260.0,Offered,0,7,11.0,15628.0,7708.0,15628.0,7708.0,15628.0,7708.0,HR Queries
Reimbursement Claims,Closed,Low,Mail,2023-04-27 16:59:00,2023-05-01 18:07:00,2023-04-27 17:10:00.000000000,2023-04-27 17:10:00.000000000,2023-05-01 18:07:00.000000000,97.0,Offered,0,0,1852.1139498432601,5828.0,2948.0,5828.0,2948.0,5829.0,2949.0,Not Fill
Endorsements,Solved,Low,OutBound,2023-04-27 17:18:00,2023-06-06 14:51:00,2023-05-03 15:09:00.000000000,2023-05-03 15:09:00.000000000,2023-06-06 14:51:00.000000000,958.0,Offered,0,2,4342.0,57452.0,28652.0,57452.0,28652.0,57452.0,28652.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 17:28:00,2023-05-28 06:01:00,2023-04-28 09:59:00.000000000,2023-04-28 09:59:00.000000000,2023-04-29 17:58:00.000000000,49.0,Offered,0,1,1471.0,2911.0,1471.0,2911.0,1471.0,2911.0,1471.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-04-27 17:31:00,2023-06-16 14:53:00,2023-04-28 09:59:00.000000000,2023-04-28 09:59:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,14,763.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,71843.0,35844.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-27 17:38:00,2023-05-26 06:10:00,2023-04-27 17:38:00.000000000,2023-04-27 17:38:00.000000000,2023-04-27 17:38:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 17:38:00,2023-05-02 12:13:00,2023-04-28 10:02:00.000000000,2023-04-28 10:02:00.000000000,2023-05-02 12:13:00.000000000,115.0,Offered,0,0,1852.1139498432601,6875.0,3275.0,6875.0,3275.0,6875.0,3275.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 17:39:00,2023-05-28 06:01:00,2023-04-27 18:21:00.000000000,2023-04-27 18:21:00.000000000,2023-04-29 12:59:00.000000000,43.0,Offered,0,2,49.0,2600.0,1160.0,2600.0,1160.0,2601.0,1161.0,Claims
Endorsements,Pending,Low,Mail,2023-04-27 17:40:00,2023-06-06 16:59:00,2023-05-11 18:43:00.000000000,2023-05-11 18:43:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2,13036.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,25996.0,13036.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 17:45:00,2023-05-26 06:10:00,2023-04-27 18:21:00.000000000,2023-04-27 18:21:00.000000000,2023-04-27 20:21:00.000000000,3.0,Offered,0,2,53.0,155.0,155.0,155.0,155.0,155.0,155.0,Manage dependents
Support,Closed,Low,OutBound,2023-04-27 17:46:00,2023-05-28 06:01:00,2023-04-27 17:46:00.000000000,2023-04-27 17:46:00.000000000,2023-04-29 20:48:00.000000000,51.0,Offered,0,2,432.0,3062.0,1622.0,3062.0,1622.0,3062.0,1622.0,Health ID
Support,Closed,Low,Mail,2023-04-27 17:49:00,2023-04-27 20:33:00,2023-04-27 20:21:00.000000000,2023-04-27 18:21:00.000000000,2023-04-27 20:33:00.000000000,3.0,Offered,0,0,1852.1139498432601,164.0,164.0,164.0,164.0,164.0,164.0,Not Fill
Support,Closed,Urgent,Internal Communication,2023-04-27 17:53:00,2023-06-02 06:09:00,2023-04-27 18:08:00.000000000,2023-04-27 18:08:00.000000000,2023-05-04 22:12:00.000000000,172.0,Offered,0,6,138.0,10339.0,5226.0,10339.0,5226.0,10338.0,5226.0,Not Fill
Support,Hold,Urgent,Internal Communication,2023-04-27 17:59:00,2023-06-16 11:14:00,2023-04-27 18:10:00.000000000,2023-04-27 18:10:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,23,10.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,71589.0,35409.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 18:02:00,2023-05-27 06:07:00,2023-04-27 18:21:00.000000000,2023-04-27 18:21:00.000000000,2023-04-28 20:50:00.000000000,27.0,Offered,0,1,120.0,1608.0,888.0,1608.0,888.0,1608.0,888.0,HR Queries
Support,Closed,Low,Mail,2023-04-27 18:14:00,2023-06-09 12:35:00,2023-04-27 18:21:00.000000000,2023-04-27 18:21:00.000000000,2023-05-20 12:19:00.000000000,546.0,Offered,0,4,155.0,32765.0,15485.0,32765.0,15485.0,32765.0,15485.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 18:16:00,2023-05-30 06:07:00,2023-04-27 18:21:00.000000000,2023-04-27 18:21:00.000000000,2023-05-01 12:47:00.000000000,91.0,Offered,0,3,86.0,5431.0,2551.0,5431.0,2551.0,5431.0,2551.0,Others
Reimbursement Claims,Closed,Low,Mail,2023-04-27 18:17:00,2023-06-12 12:37:00,2023-04-28 10:08:00.000000000,2023-04-28 10:08:00.000000000,2023-05-23 12:26:00.000000000,618.0,Offered,0,2,3578.0,37089.0,18369.0,37089.0,18369.0,37089.0,18369.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 18:22:00,2023-05-30 06:07:00,2023-04-27 18:23:00.000000000,2023-04-27 18:23:00.000000000,2023-05-01 13:18:00.000000000,91.0,Offered,0,4,85.0,5457.0,2577.0,5457.0,2577.0,5456.0,2576.0,Is my treatment covered (IMTC)
Reimbursement Claims,Closed,Low,Mail,2023-04-27 18:24:00,2023-05-27 06:07:00,2023-04-28 10:08:00.000000000,2023-04-28 10:08:00.000000000,2023-04-28 10:08:00.000000000,16.0,Offered,0,0,1852.1139498432601,944.0,224.0,944.0,224.0,944.0,224.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-27 18:24:00,2023-05-26 06:10:00,2023-04-27 18:24:00.000000000,2023-04-27 18:24:00.000000000,2023-04-27 18:24:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Reimbursement Claims,Solved,Low,Mail,2023-04-27 18:31:00,2023-06-08 15:25:00,2023-04-28 10:10:00.000000000,2023-04-28 10:10:00.000000000,2023-06-08 15:25:00.000000000,1005.0,Offered,0,5,219.0,60294.0,30054.0,60294.0,30054.0,60295.0,29876.0,Not Fill
Onboardings,Pending,Low,Mail,2023-04-27 18:38:00,2023-06-09 15:45:00,2023-04-28 10:39:00.000000000,2023-04-28 10:39:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6,649.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,3015.0,1575.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 18:40:00,2023-04-28 11:01:00,2023-04-28 10:10:00.000000000,2023-04-28 10:10:00.000000000,2023-04-28 11:01:00.000000000,16.0,Offered,0,0,1852.1139498432601,981.0,261.0,981.0,261.0,981.0,261.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 18:53:00,2023-06-04 06:02:00,2023-04-28 07:27:00.000000000,2023-04-28 07:27:00.000000000,2023-05-06 20:22:00.000000000,217.0,Offered,0,2,6569.0,13049.0,6569.0,13049.0,6569.0,13048.0,6569.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 18:57:00,2023-05-28 06:01:00,2023-04-28 07:27:00.000000000,2023-04-28 07:27:00.000000000,2023-04-29 12:59:00.000000000,42.0,Offered,0,2,173.0,2522.0,1082.0,2522.0,1082.0,2522.0,1082.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 19:11:00,2023-06-07 06:44:00,2023-04-28 10:13:00.000000000,2023-04-28 10:13:00.000000000,2023-05-13 17:11:00.000000000,382.0,Offered,0,4,2954.0,22920.0,11400.0,22920.0,11400.0,22921.0,11401.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 19:14:00,2023-05-28 06:01:00,2023-04-28 07:28:00.000000000,2023-04-28 07:28:00.000000000,2023-04-29 10:30:00.000000000,39.0,Offered,0,2,152.0,2355.0,915.0,2355.0,915.0,2355.0,915.0,Is my treatment covered (IMTC)
Reimbursement Claims,Closed,Low,Mail,2023-04-27 19:19:00,2023-06-01 06:08:00,2023-04-28 10:13:00.000000000,2023-04-28 10:13:00.000000000,2023-05-03 10:53:00.000000000,136.0,Offered,0,3,391.0,8133.0,3813.0,8133.0,3813.0,8133.0,3813.0,Not Fill
Endorsements,Closed,Low,Mail,2023-04-27 19:24:00,2023-05-27 06:07:00,2023-04-27 20:30:00.000000000,2023-04-27 20:30:00.000000000,2023-04-28 11:59:00.000000000,17.0,Offered,0,1,275.0,995.0,275.0,995.0,275.0,995.0,275.0,Not Fill
Onboardings,Solved,Low,Mail,2023-04-27 19:27:00,2023-06-06 15:03:00,2023-04-28 10:39:00.000000000,2023-04-28 10:39:00.000000000,2023-06-06 15:03:00.000000000,956.0,Offered,0,10,604.0,57335.0,28535.0,57335.0,28535.0,11314.0,6056.0,Not Fill
Reimbursement Claims,Closed,Low,OutBound,2023-04-27 19:45:00,2023-06-12 15:40:00,2023-04-27 19:45:00.000000000,2023-04-27 19:45:00.000000000,2023-05-23 15:05:00.000000000,619.0,Offered,0,7,395.0,37160.0,18440.0,37160.0,18440.0,37160.0,18262.0,Not Fill
Reimbursement Claims,Open,Low,OutBound,2023-04-27 19:45:00,2023-06-19 06:46:00,2023-04-27 19:45:00.000000000,2023-04-27 19:45:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,7,12474.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,75542.0,37335.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 19:54:00,2023-04-28 10:14:00,2023-04-28 10:14:00.000000000,2023-04-28 10:14:00.000000000,2023-04-28 10:14:00.000000000,14.0,Offered,0,0,1852.1139498432601,860.0,140.0,860.0,140.0,860.0,140.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-04-27 20:02:00,2023-05-31 06:08:00,2023-04-28 10:15:00.000000000,2023-04-28 10:15:00.000000000,2023-05-02 12:47:00.000000000,113.0,Offered,0,1,398.0,6765.0,3165.0,6765.0,3165.0,6764.0,3164.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 20:03:00,2023-05-27 06:07:00,2023-04-28 07:28:00.000000000,2023-04-28 07:28:00.000000000,2023-04-28 15:55:00.000000000,20.0,Offered,0,3,109.0,1192.0,472.0,1192.0,472.0,1192.0,472.0,Claims
Reimbursement Claims,Closed,Low,Mail,2023-04-27 20:08:00,2023-06-11 18:36:00,2023-04-28 10:15:00.000000000,2023-04-28 10:15:00.000000000,2023-05-22 18:07:00.000000000,598.0,Offered,0,7,3311.0,35879.0,17879.0,35879.0,17879.0,35879.0,17878.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 20:18:00,2023-06-01 06:08:00,2023-04-28 07:28:00.000000000,2023-04-28 07:28:00.000000000,2023-05-03 21:21:00.000000000,145.0,Offered,0,3,51.0,8703.0,4361.0,8703.0,4361.0,8703.0,4361.0,Claims
Reimbursement Claims,Hold,Low,OutBound,2023-04-27 20:20:00,2023-06-18 20:16:00,2023-04-27 20:20:00.000000000,2023-04-27 20:20:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,9,3182.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,74878.0,37257.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-04-27 20:21:00,2023-05-26 06:10:00,2023-04-27 20:21:00.000000000,2023-04-27 20:21:00.000000000,2023-04-27 20:21:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Mail,2023-04-27 20:31:00,2023-06-01 06:08:00,2023-04-28 07:28:00.000000000,2023-04-28 07:28:00.000000000,2023-05-03 21:20:00.000000000,145.0,4,0,2,44.0,8688.0,4348.0,8688.0,4348.0,8689.0,4348.0,Is my treatment covered (IMTC)
Support,Closed,Low,Mail,2023-04-27 20:34:00,2023-06-04 06:02:00,2023-04-28 07:28:00.000000000,2023-04-28 07:28:00.000000000,2023-05-06 20:51:00.000000000,216.0,Offered,0,3,38.0,12977.0,6497.0,12977.0,6497.0,12977.0,6497.0,Not Applicable
Endorsements,Closed,Low,OutBound,2023-04-27 20:37:00,2023-05-26 06:10:00,2023-04-27 20:37:00.000000000,2023-04-27 20:37:00.000000000,2023-04-27 20:37:00.000000000,0.0,Offered,0,0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
