Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,FRPTIMWBH,FRPTIM,FRSTIMWBH,FRSTIM,FRTIMWBH,RWTIM,RWTIMWBH,MTOC
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 10:29:00.000000000,2023-05-11 10:29:00.000000000,2023-05-11 10:29:00.000000000,147.0,Offered,0,1.0,4363.28487460815,8849.0,4409.0,8849.0,4409.0,8849.0,4409.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-06 13:03:00,2023-05-30 16:00:00.000000000,2023-05-30 16:00:00.000000000,2023-06-06 13:03:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:35:00.000000000,2023-05-11 15:35:00.000000000,2023-05-11 15:35:00.000000000,153.0,Offered,0,0.0,1852.1139498432601,9155.0,4715.0,9155.0,4715.0,9155.0,4715.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-04 06:02:00,2023-05-06 11:27:00.000000000,2023-05-06 11:27:00.000000000,2023-05-06 11:27:00.000000000,28.0,Offered,0,2.0,868.0,1707.0,868.0,1707.0,868.0,1707.0,868.0,Not Fill
Endorsements,Pending,Low,Mail,2023-05-05 07:00:00,2023-05-12 18:11:00,2023-05-11 15:11:00.000000000,2023-05-11 15:11:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,1.0,4363.28487460815,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,10533.0,5374.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-04 06:02:00,2023-05-06 16:15:00.000000000,2023-05-06 16:15:00.000000000,2023-05-06 16:15:00.000000000,33.0,Offered,0,1.0,1155.0,1995.0,1155.0,1995.0,1155.0,1995.0,1155.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-05-15 17:29:00,2023-05-05 18:33:00.000000000,2023-05-05 18:33:00.000000000,2023-05-15 17:29:00.000000000,250.0,Offered,0,1.0,573.0,15029.0,7709.0,15029.0,7709.0,693.0,573.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-09 10:37:00,2023-05-30 16:00:00.000000000,2023-05-30 16:00:00.000000000,2023-06-09 10:37:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-08 11:52:00.000000000,2023-05-08 11:52:00.000000000,2023-05-17 18:45:00.000000000,300.0,Offered,0,2.0,2333.0,17985.0,9225.0,17985.0,9225.0,4612.0,2333.0,Not Fill
Endorsements,Pending,Low,Mail,2023-05-05 07:00:00,2023-05-17 12:46:00,2023-05-05 10:23:00.000000000,2023-05-05 10:23:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,84.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,3839.0,1626.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-15 16:58:00.000000000,2023-05-15 16:58:00.000000000,2023-05-15 16:58:00.000000000,250.0,Offered,0,1.0,4363.28487460815,14998.0,7678.0,14998.0,7678.0,14998.0,7678.0,Not Fill
Endorsements,Open,Low,Mail,2023-05-05 07:00:00,2023-05-30 15:45:00,2023-05-30 15:45:00.000000000,2023-05-30 15:45:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Open,Low,Mail,2023-05-05 07:00:00,2023-05-30 16:01:00,2023-05-30 16:01:00.000000000,2023-05-30 16:01:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:34:00.000000000,2023-05-11 15:34:00.000000000,2023-05-11 15:34:00.000000000,153.0,Offered,0,0.0,1852.1139498432601,9154.0,4714.0,9154.0,4714.0,9154.0,4714.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-05 07:00:00,2023-06-12 20:33:00,2023-05-30 16:01:00.000000000,2023-05-30 16:01:00.000000000,2023-06-12 20:33:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-16 18:20:00,2023-05-05 15:45:00.000000000,2023-05-05 15:45:00.000000000,2023-06-16 18:20:00.000000000,514.5,Offered,0,4.0,531.0,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-03 06:07:00,2023-05-05 15:45:00.000000000,2023-05-05 15:45:00.000000000,2023-05-05 17:31:00.000000000,11.0,Offered,0,1.0,511.0,631.0,511.0,631.0,511.0,631.0,511.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-05 12:10:00.000000000,2023-05-05 12:10:00.000000000,2023-05-16 22:05:00.000000000,279.0,Offered,0,4.0,190.0,16745.0,8640.0,16745.0,8640.0,310.0,190.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-05-05 16:54:00,2023-05-05 15:43:00.000000000,2023-05-05 15:43:00.000000000,2023-05-05 16:54:00.000000000,10.0,Offered,0,0.0,1852.1139498432601,594.0,475.0,594.0,475.0,594.0,474.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-05-17 19:09:00,2023-05-05 15:42:00.000000000,2023-05-05 15:42:00.000000000,2023-05-17 19:09:00.000000000,300.0,Offered,0,0.0,1852.1139498432601,18009.0,9250.0,18009.0,9250.0,18009.0,9249.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-11 12:36:00,2023-05-05 15:41:00.000000000,2023-05-05 15:41:00.000000000,2023-05-22 12:21:00.000000000,413.0,Offered,0,2.0,523.0,24801.0,12441.0,24801.0,12441.0,642.0,523.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-05-05 12:04:00,2023-05-05 12:03:00.000000000,2023-05-05 12:03:00.000000000,2023-05-05 12:04:00.000000000,5.0,Offered,0,0.0,1852.1139498432601,304.0,184.0,304.0,184.0,304.0,185.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-04 06:02:00,2023-05-05 13:04:00.000000000,2023-05-05 13:04:00.000000000,2023-05-06 16:49:00.000000000,34.0,Offered,0,2.0,244.0,2029.0,1189.0,2029.0,1189.0,364.0,244.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:31:00.000000000,2023-05-11 15:31:00.000000000,2023-05-11 15:31:00.000000000,153.0,Offered,0,0.0,1852.1139498432601,9151.0,4711.0,9151.0,4711.0,9151.0,4711.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-05-29 16:40:00,2023-05-05 15:26:00.000000000,2023-05-05 15:26:00.000000000,2023-05-29 16:40:00.000000000,514.5,Offered,0,0.0,1852.1139498432601,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:09:00,2023-05-05 15:26:00.000000000,2023-05-05 15:26:00.000000000,2023-05-09 11:39:00.000000000,101.0,Offered,0,2.0,418.0,6039.0,3040.0,6039.0,3040.0,538.0,418.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-04 06:02:00,2023-05-05 15:05:00.000000000,2023-05-05 15:05:00.000000000,2023-05-06 09:49:00.000000000,27.0,Offered,0,1.0,770.0,1609.0,770.0,1609.0,770.0,1598.0,759.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-05 15:05:00.000000000,2023-05-05 15:05:00.000000000,2023-05-17 13:44:00.000000000,295.0,Offered,0,2.0,4363.28487460815,17684.0,8924.0,17684.0,8924.0,17684.0,8924.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 17:39:00,2023-05-05 15:34:00.000000000,2023-05-05 15:34:00.000000000,2023-05-18 16:47:00.000000000,322.0,Offered,0,1.0,4363.28487460815,19307.0,9827.0,19307.0,9827.0,19306.0,9827.0,Not Fill
Endorsements,Pending,Low,Mail,2023-05-05 07:00:00,2023-05-24 13:31:00,2023-05-22 10:24:00.000000000,2023-05-22 10:24:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,2.0,4363.28487460815,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,24684.0,11784.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:30:00.000000000,2023-05-11 15:30:00.000000000,2023-05-11 15:30:00.000000000,153.0,Offered,0,0.0,1852.1139498432601,9150.0,4710.0,9150.0,4710.0,9150.0,4710.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:28:00.000000000,2023-05-11 15:28:00.000000000,2023-05-11 15:28:00.000000000,152.0,Offered,0,0.0,1852.1139498432601,9148.0,4709.0,9148.0,4709.0,9148.0,4709.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:28:00.000000000,2023-05-11 15:28:00.000000000,2023-05-11 15:28:00.000000000,152.0,Offered,0,0.0,1852.1139498432601,9148.0,4708.0,9148.0,4708.0,9148.0,4708.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-05 07:00:00,2023-06-12 20:31:00,2023-05-30 16:02:00.000000000,2023-05-30 16:02:00.000000000,2023-06-12 20:31:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-04 06:02:00,2023-05-05 11:40:00.000000000,2023-05-05 11:40:00.000000000,2023-05-06 17:12:00.000000000,34.0,Offered,0,2.0,160.0,2052.0,1212.0,2052.0,1212.0,280.0,160.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-11 15:27:00.000000000,2023-05-11 15:27:00.000000000,2023-05-11 15:27:00.000000000,152.0,Offered,0,0.0,1852.1139498432601,9147.0,4708.0,9147.0,4708.0,9147.0,4708.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-18 13:35:00,2023-05-05 11:18:00.000000000,2023-05-05 11:18:00.000000000,2023-05-29 13:00:00.000000000,514.5,Offered,0,3.0,139.0,24874.0,12791.5,30808.5,15526.0,258.0,139.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-12 15:40:00,2023-05-18 18:19:00.000000000,2023-05-18 18:19:00.000000000,2023-05-23 15:12:00.000000000,440.0,Offered,0,2.0,4363.28487460815,24874.0,12791.5,26412.0,13332.0,19399.0,9919.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:42:00,2023-05-21 19:50:00.000000000,2023-05-05 11:42:00.000000000,2023-05-11 11:17:00.000000000,148.0,Offered,0,2.0,4363.28487460815,8897.0,4458.0,8897.0,4458.0,8897.0,4458.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-12 18:36:00,2023-05-09 17:50:00.000000000,2023-05-09 17:50:00.000000000,2023-05-23 18:02:00.000000000,443.0,Offered,0,6.0,3410.0,24874.0,12791.5,26582.0,13503.0,6768.0,3768.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:00:00,2023-06-07 06:09:00,2023-05-05 11:50:00.000000000,2023-05-05 11:50:00.000000000,2023-05-09 14:35:00.000000000,104.0,Offered,0,2.0,171.0,6215.0,3215.0,6215.0,3215.0,290.0,171.0,Not Fill
Endorsements,Solved,Low,Mail,2023-05-05 07:00:00,2023-06-12 20:29:00,2023-05-30 16:03:00.000000000,2023-05-30 16:03:00.000000000,2023-06-12 20:29:00.000000000,514.5,Offered,0,1.0,4363.28487460815,24874.0,12791.5,30808.5,15526.0,28951.5,14738.5,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-03 06:07:00,2023-05-05 18:28:00.000000000,2023-05-05 18:28:00.000000000,2023-05-05 18:28:00.000000000,11.0,Offered,0,0.0,1852.1139498432601,686.0,568.0,686.0,568.0,686.0,568.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-03 06:07:00,2023-05-05 18:27:00.000000000,2023-05-05 18:27:00.000000000,2023-05-05 18:27:00.000000000,11.0,Offered,0,0.0,1852.1139498432601,686.0,568.0,686.0,568.0,686.0,568.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-07 06:42:00,2023-05-11 15:27:00.000000000,2023-05-11 15:27:00.000000000,2023-05-11 15:27:00.000000000,152.0,Offered,0,0.0,1852.1139498432601,9145.0,4707.0,9145.0,4707.0,9145.0,4707.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-07 06:42:00,2023-05-08 11:57:00.000000000,2023-05-08 11:57:00.000000000,2023-05-12 14:32:00.000000000,176.0,Offered,0,2.0,826.0,10530.0,5373.0,10530.0,5373.0,1664.0,826.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-03 06:07:00,2023-05-05 18:24:00.000000000,2023-05-05 18:24:00.000000000,2023-05-05 18:24:00.000000000,11.0,Offered,0,0.0,1852.1139498432601,682.0,564.0,682.0,564.0,682.0,564.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-07 06:42:00,2023-05-11 12:20:00.000000000,2023-05-11 12:20:00.000000000,2023-05-11 12:21:00.000000000,149.0,Offered,0,2.0,4363.28487460815,8959.0,4522.0,8959.0,4522.0,8960.0,4522.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-03 06:07:00,2023-05-05 18:22:00.000000000,2023-05-05 18:22:00.000000000,2023-05-05 18:22:00.000000000,11.0,Offered,0,0.0,1852.1139498432601,680.0,563.0,680.0,563.0,680.0,563.0,Not Fill
Endorsements,Closed,Low,Mail,2023-05-05 07:02:00,2023-06-03 06:07:00,2023-05-05 17:55:00.000000000,2023-05-05 17:55:00.000000000,2023-05-05 17:55:00.000000000,11.0,Offered,0,1.0,535.0,653.0,535.0,653.0,535.0,653.0,535.0,Not Fill
Endorsements,Open,Low,Mail,2023-05-05 07:02:00,2023-05-30 16:22:00,2023-05-30 16:22:00.000000000,2023-05-30 16:22:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,0.0,1852.1139498432601,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Mail,2023-05-05 07:07:00,2023-05-05 11:03:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-05 11:03:00.000000000,4.0,Offered,0,1.0,124.0,236.0,124.0,236.0,124.0,236.0,123.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 07:14:00,2023-06-04 06:02:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-06 10:19:00.000000000,27.0,Offered,0,3.0,143.0,1625.0,800.0,1625.0,800.0,1624.0,799.0,Manage dependents
Reimbursement Claims,Closed,Low,Mail,2023-05-05 08:13:00,2023-05-05 15:55:00,2023-05-05 15:20:00.000000000,2023-05-05 15:20:00.000000000,2023-05-05 15:55:00.000000000,8.0,Offered,0,0.0,1852.1139498432601,462.0,415.0,462.0,415.0,462.0,416.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 08:16:00,2023-06-08 15:36:00,2023-05-16 10:14:00.000000000,2023-05-05 14:56:00.000000000,2023-05-19 14:36:00.000000000,342.0,Offered,0,3.0,2683.0,20540.0,10057.0,20540.0,10057.0,20540.0,10417.0,Not Fill
Support,Closed,Low,Internal Communication,2023-05-05 09:04:00,2023-06-03 06:07:00,2023-05-05 10:38:00.000000000,2023-05-05 10:38:00.000000000,2023-05-05 10:38:00.000000000,2.0,Offered,0,0.0,1852.1139498432601,94.0,94.0,94.0,94.0,94.0,94.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 09:04:00,2023-05-05 13:21:00,2023-05-05 09:05:00.000000000,2023-05-05 09:05:00.000000000,2023-05-05 13:21:00.000000000,4.0,Offered,0,1.0,256.0,257.0,257.0,257.0,257.0,258.0,258.0,Not Fill
Support,Closed,Low,Closed Ticket,2023-05-05 10:01:00,2023-06-05 05:59:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-07 13:09:00.000000000,51.0,Offered,0,3.0,64.0,3068.0,1628.0,3068.0,1628.0,3068.0,1628.0,HR Queries
Support,Closed,Low,Mail,2023-05-05 10:04:00,2023-06-07 06:42:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-12 12:48:00.000000000,171.0,Offered,0,2.0,2145.0,10244.0,5204.0,10244.0,5204.0,10244.0,5204.0,Not Fill
Support,Closed,Low,Internal Communication,2023-05-05 10:08:00,2023-06-06 06:11:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-08 10:10:00.000000000,72.0,Offered,0,3.0,1.0,4322.0,2162.0,4322.0,2162.0,4322.0,2162.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 10:18:00,2023-06-07 06:42:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-12 12:48:00.000000000,171.0,Offered,0,3.0,2124.0,10231.0,5191.0,10231.0,5191.0,10229.0,5189.0,Not Fill
Reimbursement Claims,Closed,Low,Internal Communication,2023-05-05 10:28:00,2023-06-03 06:07:00,2023-05-05 10:29:00.000000000,2023-05-05 10:29:00.000000000,2023-05-05 10:29:00.000000000,0.0,Offered,0,0.0,1852.1139498432601,1.0,1.0,1.0,1.0,1.0,1.0,Not Fill
Endorsements,Closed,Low,Closed Ticket,2023-05-05 10:28:00,2023-06-03 06:07:00,2023-05-05 10:28:00.000000000,2023-05-05 10:28:00.000000000,2023-05-05 10:28:00.000000000,0.0,Offered,0,0.0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Internal Communication,2023-05-05 10:29:00,2023-06-06 06:11:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-08 10:06:00.000000000,72.0,Offered,0,3.0,805.0,4297.0,2137.0,4297.0,2137.0,4297.0,2137.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 10:30:00,2023-06-07 06:42:00,2023-05-05 10:43:00.000000000,2023-05-05 10:43:00.000000000,2023-05-11 15:02:00.000000000,149.0,Offered,0,1.0,2077.0,8912.0,4592.0,8912.0,4592.0,8912.0,4592.0,Not Fill
Endorsements,Closed,Low,Closed Ticket,2023-05-05 10:31:00,2023-06-03 06:07:00,2023-05-05 10:31:00.000000000,2023-05-05 10:31:00.000000000,2023-05-05 10:31:00.000000000,0.0,Offered,0,0.0,1852.1139498432601,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 10:36:00,2023-06-07 06:09:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-09 12:16:00.000000000,98.0,Offered,0,1.0,280.0,5859.0,2979.0,5859.0,2979.0,5859.0,2979.0,Not Fill
Reimbursement Claims,Open,Low,Mail,2023-05-05 10:38:00,2023-06-16 18:42:00,2023-05-05 18:11:00.000000000,2023-05-05 18:11:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,473.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Support,Closed,Low,Internal Communication,2023-05-05 10:46:00,2023-06-07 06:09:00,2023-05-05 12:13:00.000000000,2023-05-05 12:13:00.000000000,2023-05-09 13:36:00.000000000,99.0,Offered,0,6.0,5.0,5931.0,3051.0,5931.0,3051.0,5930.0,3050.0,Not Fill
Endorsements,Closed,Low,OutBound,2023-05-05 10:46:00,2023-06-03 06:07:00,2023-05-05 10:46:00.000000000,2023-05-05 10:46:00.000000000,2023-05-05 10:46:00.000000000,0.0,Offered,0,2.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 10:50:00,2023-06-15 16:37:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-26 16:04:00.000000000,509.0,Offered,0,5.0,1281.0,24874.0,12791.5,30554.0,15434.0,28951.5,14738.5,Not Fill
Support,Closed,Low,Mail,2023-05-05 10:53:00,2023-06-04 06:02:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-06 20:37:00.000000000,34.0,Offered,0,2.0,144.0,2023.0,1303.0,2023.0,1303.0,2023.0,1303.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 10:54:00,2023-05-05 10:56:00,2023-05-05 10:55:00.000000000,2023-05-05 10:55:00.000000000,2023-05-05 10:56:00.000000000,0.0,Offered,0,0.0,1852.1139498432601,2.0,2.0,2.0,2.0,3.0,3.0,Not Fill
Onboardings,Open,Low,Mail,2023-05-05 10:56:00,2023-06-06 10:55:00,2023-05-05 14:28:00.000000000,2023-05-05 14:28:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,427.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,212.0,212.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:00:00,2023-06-07 06:09:00,2023-05-05 15:00:00.000000000,2023-05-05 15:00:00.000000000,2023-05-09 11:08:00.000000000,96.0,Offered,0,1.0,2888.0,5768.0,2888.0,5768.0,2888.0,5768.0,2888.0,Not Fill
Onboardings,Closed,Low,Mail,2023-05-05 11:06:00,2023-06-07 06:42:00,2023-05-08 10:40:00.000000000,2023-05-08 10:40:00.000000000,2023-05-16 16:54:00.000000000,270.0,Offered,0,3.0,2135.0,16188.0,8268.0,16188.0,8268.0,5289.0,2409.0,Not Fill
Support,Closed,Urgent,Internal Communication,2023-05-05 11:06:00,2023-06-03 06:07:00,2023-05-05 11:12:00.000000000,2023-05-05 11:12:00.000000000,2023-05-05 11:40:00.000000000,1.0,Offered,0,1.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 11:07:00,2023-06-03 06:07:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-05 16:15:00.000000000,5.0,4,0,2.0,86.0,308.0,308.0,308.0,308.0,308.0,308.0,Health ID
Support,Closed,Low,Mail,2023-05-05 11:09:00,2023-06-07 06:42:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-10 12:07:00.000000000,121.0,Offered,0,4.0,93.0,7258.0,3658.0,7258.0,3658.0,7258.0,3658.0,Super Top-up (STU)
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:20:00,2023-05-08 14:17:00,2023-05-05 15:01:00.000000000,2023-05-05 15:01:00.000000000,2023-05-08 14:17:00.000000000,75.0,Offered,0,0.0,1852.1139498432601,4497.0,2337.0,4497.0,2337.0,4497.0,2337.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:26:00,2023-06-08 11:34:00,2023-05-05 15:04:00.000000000,2023-05-05 12:21:00.000000000,2023-05-19 11:20:00.000000000,336.0,Offered,0,5.0,391.0,20155.0,10075.0,20155.0,10075.0,20155.0,10075.0,Not Fill
Reimbursement Claims,Hold,Low,Mail,2023-05-05 11:29:00,2023-06-16 11:44:00,2023-05-05 15:05:00.000000000,2023-05-05 15:05:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,239.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:32:00,2023-06-12 17:36:00,2023-05-15 18:39:00.000000000,2023-05-05 15:08:00.000000000,2023-05-23 16:47:00.000000000,437.0,Offered,0,3.0,2008.0,24874.0,12791.5,26236.0,13276.0,26235.0,13275.0,Not Fill
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:34:00,2023-06-11 11:34:00,2023-05-05 15:07:00.000000000,2023-05-05 15:07:00.000000000,2023-05-22 11:24:00.000000000,408.0,Offered,0,2.0,2005.0,24470.0,11690.0,24470.0,11690.0,24470.0,12050.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 11:36:00,2023-06-07 06:09:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-09 09:54:00.000000000,94.0,Offered,0,2.0,70.0,5657.0,2777.0,5657.0,2777.0,5658.0,2778.0,Claims
Support,Closed,Low,Internal Communication,2023-05-05 11:40:00,2023-06-04 06:02:00,2023-05-05 12:13:00.000000000,2023-05-05 12:13:00.000000000,2023-05-06 12:37:00.000000000,25.0,Offered,0,2.0,1.0,1497.0,777.0,1497.0,777.0,1497.0,777.0,Not Fill
Support,Hold,Low,Mail,2023-05-05 11:41:00,2023-06-09 11:57:00,2023-06-07 15:19:00.000000000,2023-05-05 12:21:00.000000000,2023-05-09 06:14:20.262773760,205.40257212374001,Offered,0,6.0,1216.0,10183.427076299797,5134.60175557056,12323.522002085505,6201.2645116440735,28951.5,14738.5,HR Queries
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:45:00,2023-05-05 15:09:00,2023-05-05 15:09:00.000000000,2023-05-05 15:09:00.000000000,2023-05-05 15:09:00.000000000,3.0,Offered,0,0.0,1852.1139498432601,204.0,204.0,204.0,204.0,204.0,204.0,Not Fill
Support,Closed,Low,Mail,2023-05-05 11:48:00,2023-06-07 06:42:00,2023-05-05 12:21:00.000000000,2023-05-05 12:21:00.000000000,2023-05-17 16:32:00.000000000,293.0,Offered,0,2.0,1201.0,17564.0,8924.0,17564.0,8924.0,17564.0,8924.0,HR Queries
Reimbursement Claims,Closed,Low,Mail,2023-05-05 11:48:00,2023-05-05 19:08:00,2023-05-05 15:13:00.000000000,2023-05-05 15:13:00.000000000,2023-05-05 19:08:00.000000000,7.0,Offered,0,0.0,1852.1139498432601,440.0,440.0,440.0,440.0,440.0,440.0,Not Fill
Support,Closed,Low,Internal Communication,2023-05-05 11:49:00,2023-06-03 06:07:00,2023-05-05 12:13:00.000000000,2023-05-05 12:13:00.000000000,2023-05-05 18:05:00.000000000,6.0,Offered,0,3.0,1.0,376.0,376.0,376.0,376.0,375.0,375.0,Not Fill
